customer_id,order_id,order_date,CLV
36710461,415209312,2025-04-15,84.9
36708685,415209251,2025-04-15,20.0
36706283,415209035,2025-04-15,44.949999999999996
36703033,415208992,2025-04-15,328.65
36702867,415209258,2025-04-15,132.85
36699753,415209178,2025-04-15,312.65000000000003
36696545,415209410,2025-04-15,47.95
36694799,415209246,2025-04-15,100.0
36690779,415209135,2025-04-15,44.949999999999996
36687364,415209411,2025-04-15,350.59999999999997
36686308,415209083,2025-04-15,302.65
36686066,415209182,2025-04-15,39.940000000000005
36685494,415209071,2025-04-15,312.65000000000003
36684151,415209244,2025-04-15,89.899999999999991
36683848,415209054,2025-04-15,325.65
36683454,415209005,2025-04-15,20.0
36683292,415209405,2025-04-15,39.949999999999996
36676159,415209517,2025-04-15,350.59999999999997
36676014,415208999,2025-04-15,142.85
36675475,415209516,2025-04-15,39.95
36672637,415209164,2025-04-15,20.0
36667831,415209173,2025-04-15,90.9
36661674,415209451,2025-04-15,20.0
36660846,415209400,2025-04-15,294.65000000000003
36653025,415209395,2025-04-15,49.95
36643740,415209085,2025-04-15,328.64
36640905,415209007,2025-04-15,47.95
36628647,415209261,2025-04-15,42.95
36617405,415208980,2025-04-15,316.64
36611814,415209497,2025-04-15,20.0
36542229,415209464,2025-04-15,144.85
36277168,415209442,2025-04-15,20.0
36211064,415209127,2025-04-15,20.0
35535100,415209277,2025-04-15,20.0
34655117,415209024,2025-04-15,20.0
33444834,415209465,2025-04-15,44.949999999999996
33419452,415209032,2025-04-15,20.0
33328332,415209394,2025-04-15,225.75
32490602,415209355,2025-04-15,84.899999999999991
31921455,415209383,2025-04-15,97.89
31467866,415209755,2025-04-15,20.0
30738431,415208964,2025-04-15,89.9
30238006,415209044,2025-04-15,39.95
29410670,415209065,2025-04-15,353.6
26486532,415209030,2025-04-15,42.95
14863713,415209687,2025-04-15,265.7
14640852,415209322,2025-04-15,20.0
9775630,415209386,2025-04-15,20.0
1702827,415209330,2025-04-15,94.899999999999991
36701151,415206226,2025-04-14,280.65
36700647,415206198,2025-04-14,49.95
21826588,415206219,2025-04-14,20.0
36708013,415199816,2025-04-12,20.0
36703435,415199804,2025-04-12,310.65000000000003
36340140,415199856,2025-04-12,20.0
21289427,415199850,2025-04-12,84.899999999999991
36706942,415196300,2025-04-11,309.65
36705865,415196326,2025-04-11,49.95
36705557,415196094,2025-04-11,54.95
36705426,415196310,2025-04-11,100.85
36703772,415196215,2025-04-11,20.0
36703666,415196232,2025-04-11,79.89
36703092,415196143,2025-04-11,177.8
36701732,415196260,2025-04-11,310.64
36699037,415196123,2025-04-11,39.95
36688264,415196151,2025-04-11,20.0
36680928,415196294,2025-04-11,79.9
36656615,415196257,2025-04-11,348.59999999999997
36611649,415196281,2025-04-11,39.95
36581335,415196286,2025-04-11,49.95
36216077,415196253,2025-04-11,326.65
33817791,415196139,2025-04-11,132.9
29102001,415196380,2025-04-11,50.9
9413595,415196325,2025-04-11,192.8
6649972,415196269,2025-04-11,134.85
36703043,415193239,2025-04-10,363.6
36702176,415193555,2025-04-10,127.85000000000001
36701978,415193236,2025-04-10,47.95
36700640,415193638,2025-04-10,20.0
36700460,415193292,2025-04-10,102.9
36694319,415193279,2025-04-10,20.0
36693269,415193363,2025-04-10,39.949999999999996
36692748,415193456,2025-04-10,132.85
36692303,415193335,2025-04-10,47.949999999999996
36692029,415193438,2025-04-10,132.85000000000002
36691228,415193332,2025-04-10,44.95
36689819,415193267,2025-04-10,29.950000000000003
36688056,415193285,2025-04-10,172.8
36686960,415193339,2025-04-10,49.95
36685061,415193583,2025-04-10,342.59
36684918,415193619,2025-04-10,305.65000000000003
36684334,415193283,2025-04-10,47.949999999999996
36684069,415193647,2025-04-10,185.8
36683728,415193490,2025-04-10,112.85
36683073,415193627,2025-04-10,20.0
36682603,415193263,2025-04-10,200.8
36682576,415193646,2025-04-10,55.89
36681740,415193418,2025-04-10,42.95
36680293,415193416,2025-04-10,79.330000000000013
36677626,415193569,2025-04-10,340.6
36668087,415193277,2025-04-10,94.9
36658110,415193453,2025-04-10,172.79
36654652,415193642,2025-04-10,99.9
36651376,415193333,2025-04-10,79.9
36609961,415193462,2025-04-10,293.65
36340324,415193451,2025-04-10,54.95
35361922,415193502,2025-04-10,195.79999999999998
32310663,415193315,2025-04-10,69.899999999999991
28082921,415193492,2025-04-10,20.0
23725167,415193434,2025-04-10,335.6
23301495,415193561,2025-04-10,345.6
17406043,415193392,2025-04-10,29.95
15885733,415193665,2025-04-10,42.95
15626015,415193288,2025-04-10,20.0
11026481,415193515,2025-04-10,87.9
5224106,415193349,2025-04-10,122.85000000000001
3862108,415193657,2025-04-10,132.85
36710104,415191370,2025-04-09,20.0
36698244,415190825,2025-04-09,139.85
36693779,415190840,2025-04-09,138.85
36692256,415190757,2025-04-09,318.65000000000003
36687106,415190772,2025-04-09,42.95
36674051,415190734,2025-04-09,20.0
36668984,415191164,2025-04-09,318.65
36565433,415191452,2025-04-09,94.9
36534851,415190845,2025-04-09,47.95
13787872,415190745,2025-04-09,327.65000000000003
36731656,415188260,2025-04-08,100.0
36722507,415188916,2025-04-08,89.9
36679962,415188181,2025-04-08,129.85000000000002
36679725,415187835,2025-04-08,164.8
36678936,415188045,2025-04-08,20.0
36678825,415188062,2025-04-08,328.65
36678363,415189138,2025-04-08,139.85000000000002
36678266,415187933,2025-04-08,29.950000000000003
36676328,415188615,2025-04-08,192.8
36676225,415188749,2025-04-08,89.9
36674460,415187817,2025-04-08,20.0
36672247,415188540,2025-04-08,197.8
36671263,415188385,2025-04-08,44.95
36670741,415189203,2025-04-08,114.85
36670077,415189189,2025-04-08,44.95
36666983,415188006,2025-04-08,20.0
36666778,415188833,2025-04-08,305.65000000000003
36666424,415188940,2025-04-08,323.64
36665584,415188895,2025-04-08,20.0
36664123,415189229,2025-04-08,39.95
36661448,415187827,2025-04-08,303.65
36661033,415188556,2025-04-08,280.70000000000005
36660234,415188154,2025-04-08,84.899999999999991
36654287,415188340,2025-04-08,326.65
36651937,415188496,2025-04-08,134.85000000000002
36642958,415187802,2025-04-08,368.6
36639589,415187893,2025-04-08,192.8
36636232,415188498,2025-04-08,44.94
36627018,415187869,2025-04-08,144.85
36596684,415188136,2025-04-08,20.0
36536579,415188072,2025-04-08,57.95
36535765,415188098,2025-04-08,20.0
36298673,415189164,2025-04-08,39.949999999999996
36153501,415188262,2025-04-08,207.75
35574578,415188116,2025-04-08,20.0
35286605,415188393,2025-04-08,20.0
35224607,415189039,2025-04-08,129.85
34823931,415189086,2025-04-08,20.0
31963400,415187910,2025-04-08,89.9
30731793,415188567,2025-04-08,20.0
29675538,415188056,2025-04-08,318.65
22287467,415188202,2025-04-08,60.0
20133773,415188042,2025-04-08,44.95
17670764,415187538,2025-04-08,39.949999999999996
14887578,415188909,2025-04-08,20.0
14077878,415188235,2025-04-08,39.95
10637116,415188194,2025-04-08,92.9
8052135,415187777,2025-04-08,194.75
36732259,415179569,2025-04-06,99.899999999999991
30140425,415174963,2025-04-05,297.65
36740073,415169955,2025-04-04,60.0
36665968,415169868,2025-04-04,24.950000000000003
36664654,415169824,2025-04-04,195.8
36660795,415169776,2025-04-04,49.95
36660741,415169789,2025-04-04,54.949999999999996
36660384,415169966,2025-04-04,42.95
36658690,415169844,2025-04-04,104.85
36649204,415170066,2025-04-04,89.9
36646957,415169652,2025-04-04,39.949999999999996
36630841,415170105,2025-04-04,20.0
36459589,415170037,2025-04-04,60.0
36403267,415169642,2025-04-04,42.95
33912204,415169631,2025-04-04,322.6
32271517,415169758,2025-04-04,20.0
30755880,415169649,2025-04-04,157.8
36656200,415165780,2025-04-03,20.0
36655058,415165691,2025-04-03,20.0
36654172,415165776,2025-04-03,139.85000000000002
36654168,415165708,2025-04-03,322.6
36653933,415165634,2025-04-03,20.0
36653231,415165643,2025-04-03,348.6
36652523,415165696,2025-04-03,20.0
36651442,415165670,2025-04-03,44.95
36650009,415165653,2025-04-03,157.85
36649777,415165811,2025-04-03,59.900000000000006
36649732,415165663,2025-04-03,150.84
36649721,415165602,2025-04-03,67.899999999999991
36649294,415165682,2025-04-03,47.95
36647373,415165843,2025-04-03,198.75
36645531,415165829,2025-04-03,39.949999999999996
36641545,415165769,2025-04-03,79.9
36618876,415165613,2025-04-03,92.899999999999991
36159743,415165802,2025-04-03,177.79999999999998
30437415,415165639,2025-04-03,129.85
26622806,415165761,2025-04-03,20.0
25269449,415165903,2025-04-03,89.899999999999991
24435160,415165611,2025-04-03,42.95
19872259,415165706,2025-04-03,20.0
14569655,415165661,2025-04-03,117.85
5609210,415165901,2025-04-03,59.9
5326435,415165746,2025-04-03,247.70000000000002
36741437,415160274,2025-04-02,20.0
36733887,415159539,2025-04-02,343.6
36696324,415160226,2025-04-02,20.0
36645760,415159587,2025-04-02,127.85
36645551,415159334,2025-04-02,49.95
36644876,415159266,2025-04-02,49.95
36643499,415159709,2025-04-02,82.9
36643008,415159594,2025-04-02,124.85000000000001
36642761,415159707,2025-04-02,311.65000000000003
36641515,415159354,2025-04-02,20.0
36633241,415159330,2025-04-02,49.95
36623616,415159290,2025-04-02,130.85
36603085,415159720,2025-04-02,203.8
36580294,415159726,2025-04-02,321.65
36572832,415159672,2025-04-02,20.0
36531594,415159372,2025-04-02,82.9
36485062,415159756,2025-04-02,20.0
36482058,415159961,2025-04-02,163.85000000000002
36263418,415159873,2025-04-02,54.9
32057819,415159381,2025-04-02,20.0
31569404,415159739,2025-04-02,39.949999999999996
28781367,415159462,2025-04-02,79.9
25393402,415159310,2025-04-02,39.95
24304173,415160266,2025-04-02,98.850000000000009
23986039,415159327,2025-04-02,42.95
23168557,415159927,2025-04-02,94.9
23058581,415159806,2025-04-02,79.899999999999991
19245296,415159922,2025-04-02,326.6
14886141,415160054,2025-04-02,92.899999999999991
13113397,415159627,2025-04-02,59.900000000000006
8198977,415159445,2025-04-02,39.95
2299254,415160215,2025-04-02,97.899999999999991
1534088,415159538,2025-04-02,335.6
36741649,415155062,2025-04-01,321.6
36741531,415156667,2025-04-01,52.95
36741499,415157487,2025-04-01,97.9
36741484,415154581,2025-04-01,49.949999999999996
36741263,415156468,2025-04-01,132.85
36741155,415156568,2025-04-01,49.95
36740942,415154462,2025-04-01,135.85
36740895,415155321,2025-04-01,247.7
36740431,415155247,2025-04-01,20.0
36740365,415155425,2025-04-01,145.85
36740047,415157145,2025-04-01,320.6
36739950,415156530,2025-04-01,349.65
36739892,415157060,2025-04-01,79.899999999999991
36739720,415156824,2025-04-01,139.85000000000002
36739646,415157396,2025-04-01,92.9
36739580,415154836,2025-04-01,49.95
36739233,415154298,2025-04-01,337.59999999999997
36739062,415157314,2025-04-01,179.8
36738956,415156133,2025-04-01,102.89999999999999
36738922,415155065,2025-04-01,100.89999999999999
36737343,415155419,2025-04-01,92.9
36732753,415154963,2025-04-01,20.0
36730426,415155468,2025-04-01,97.9
36730348,415156414,2025-04-01,20.0
36729814,415155695,2025-04-01,44.949999999999996
36729270,415156373,2025-04-01,44.949999999999996
36729156,415156087,2025-04-01,20.0
36728447,415157502,2025-04-01,20.0
36726296,415154931,2025-04-01,59.9
36725968,415156360,2025-04-01,49.95
36724145,415157097,2025-04-01,358.6
36723487,415157024,2025-04-01,92.9
36721178,415156776,2025-04-01,87.9
36715771,415155445,2025-04-01,20.0
36711544,415155689,2025-04-01,49.95
36710229,415154605,2025-04-01,162.8
36710086,415154753,2025-04-01,94.89
36708551,415154195,2025-04-01,169.79
36708380,415155647,2025-04-01,20.0
36707168,415155443,2025-04-01,137.85
36706907,415156119,2025-04-01,90.89
36705998,415155872,2025-04-01,92.899999999999991
36705972,415155106,2025-04-01,153.85
36705843,415157269,2025-04-01,49.949999999999996
36699765,415155514,2025-04-01,294.69
36699522,415154391,2025-04-01,24.95
36697682,415154659,2025-04-01,47.95
36694919,415156922,2025-04-01,34.95
36692052,415157411,2025-04-01,20.0
36691732,415155892,2025-04-01,185.8
36689531,415155362,2025-04-01,72.899999999999991
36689380,415156766,2025-04-01,89.9
36689092,415157381,2025-04-01,20.0
36688301,415154300,2025-04-01,47.95
36686872,415156626,2025-04-01,114.85
36683884,415154419,2025-04-01,260.0
36683797,415155221,2025-04-01,100.9
36674556,415155764,2025-04-01,340.65
36670494,415155140,2025-04-01,139.85
36670206,415157228,2025-04-01,373.6
36667525,415157107,2025-04-01,20.0
36663607,415156277,2025-04-01,39.95
36660731,415154120,2025-04-01,20.0
36658776,415156998,2025-04-01,134.8
36656373,415156465,2025-04-01,162.79999999999998
36655796,415154656,2025-04-01,333.6
36655341,415155754,2025-04-01,42.95
36652581,415154528,2025-04-01,39.95
36644983,415156813,2025-04-01,20.0
36644915,415157045,2025-04-01,89.899999999999991
36644043,415155248,2025-04-01,20.0
36633001,415155841,2025-04-01,230.75
36622876,415155272,2025-04-01,47.95
36594072,415155903,2025-04-01,185.8
36561475,415156884,2025-04-01,20.0
36422020,415154307,2025-04-01,92.9
36358998,415154118,2025-04-01,34.95
36296276,415154318,2025-04-01,303.65
36295175,415156713,2025-04-01,47.95
36223315,415156326,2025-04-01,150.85000000000002
36213639,415154238,2025-04-01,20.0
35741575,415154357,2025-04-01,84.9
35568172,415157304,2025-04-01,97.9
34618259,415155022,2025-04-01,325.65
33886199,415155845,2025-04-01,20.0
33611262,415155733,2025-04-01,20.0
33571606,415155702,2025-04-01,42.95
32463236,415155252,2025-04-01,20.0
31900853,415154865,2025-04-01,152.85000000000002
31885874,415154807,2025-04-01,198.8
31296141,415154097,2025-04-01,20.0
30976121,415154219,2025-04-01,348.6
30754937,415155098,2025-04-01,69.9
28005474,415156786,2025-04-01,74.899999999999991
27995058,415157473,2025-04-01,34.910000000000004
27803296,415155023,2025-04-01,194.75
27782087,415156845,2025-04-01,20.0
27490777,415154523,2025-04-01,42.95
26142032,415155139,2025-04-01,99.9
23849720,415155398,2025-04-01,72.899999999999991
23667915,415157227,2025-04-01,256.7
21768341,415154742,2025-04-01,20.0
20835027,415155721,2025-04-01,20.0
19445804,415154851,2025-04-01,167.79
16650988,415156113,2025-04-01,20.0
16642990,415156212,2025-04-01,29.950000000000003
14606277,415157007,2025-04-01,119.85
13091376,415154325,2025-04-01,138.85
10806653,415156889,2025-04-01,20.0
9589255,415157189,2025-04-01,182.79999999999998
9306316,415156582,2025-04-01,95.9
9255572,415156909,2025-04-01,52.95
8383083,415155489,2025-04-01,52.95
8273311,415155215,2025-04-01,99.9
6354959,415157443,2025-04-01,20.0
5316433,415156761,2025-04-01,20.0
5275618,415155856,2025-04-01,20.0
4914796,415155722,2025-04-01,77.9
3514417,415157360,2025-04-01,39.95
2959163,415156419,2025-04-01,172.8
923106,415156977,2025-04-01,39.95
36736949,415151612,2025-03-31,300.6
36026733,415151609,2025-03-31,335.6
29739632,415151603,2025-03-31,20.0
25916525,415151606,2025-03-31,20.0
31426438,415149148,2025-03-30,321.59999999999997
36734461,415146637,2025-03-29,87.9
36738665,415143877,2025-03-28,207.79999999999998
36738613,415143788,2025-03-28,89.9
36738387,415143964,2025-03-28,351.6
36738246,415143587,2025-03-28,39.949999999999996
36737696,415143580,2025-03-28,142.85
36733538,415143928,2025-03-28,327.65
36729244,415143884,2025-03-28,268.64
36728126,415143872,2025-03-28,20.0
36727083,415143626,2025-03-28,298.64
36726854,415143839,2025-03-28,140.84
36725610,415143593,2025-03-28,210.8
36725552,415143562,2025-03-28,84.899999999999991
36721455,415143784,2025-03-28,296.64
36712630,415143983,2025-03-28,275.7
36706334,415143611,2025-03-28,39.95
36695463,415144032,2025-03-28,20.0
36666842,415143738,2025-03-28,348.65
36611056,415143584,2025-03-28,20.0
35786607,415143941,2025-03-28,100.0
33005305,415143623,2025-03-28,273.9
32927796,415143781,2025-03-28,154.85
29004134,415143855,2025-03-28,218.75
24109193,415143926,2025-03-28,20.0
5675934,415143835,2025-03-28,44.949999999999996
338589,415143726,2025-03-28,20.0
36737103,415141456,2025-03-27,20.0
36736693,415141343,2025-03-27,39.949999999999996
36736429,415141411,2025-03-27,84.9
36736052,415141328,2025-03-27,152.85
36736017,415141364,2025-03-27,285.69
36735886,415141342,2025-03-27,147.85
36735088,415141332,2025-03-27,20.0
36733038,415141422,2025-03-27,307.64
36732532,415141544,2025-03-27,227.75
36728592,415141501,2025-03-27,129.85000000000002
36721783,415141630,2025-03-27,309.65000000000003
36660267,415141577,2025-03-27,333.65
31437430,415141735,2025-03-27,311.6
29575867,415141344,2025-03-27,20.0
21925166,415141644,2025-03-27,162.79
8714134,415141764,2025-03-27,109.85
36735718,415139202,2025-03-26,104.85
36735556,415139282,2025-03-26,97.899999999999991
36735530,415139298,2025-03-26,288.70000000000005
36735180,415139210,2025-03-26,20.0
36735114,415139240,2025-03-26,20.0
36734933,415139277,2025-03-26,134.85
36734730,415139255,2025-03-26,20.0
36733024,415139228,2025-03-26,306.65000000000003
36730654,415139244,2025-03-26,140.85
36728191,415139233,2025-03-26,237.74999999999997
36728164,415139252,2025-03-26,29.95
36723967,415139222,2025-03-26,100.89999999999999
36687070,415139245,2025-03-26,92.9
35535100,415139661,2025-03-26,39.95
34588256,415139647,2025-03-26,89.9
33709061,415139293,2025-03-26,20.0
29105387,415139288,2025-03-26,49.95
23993021,415139214,2025-03-26,102.9
16444179,415139234,2025-03-26,20.0
16009179,415139218,2025-03-26,92.9
5157086,415139238,2025-03-26,179.8
36734140,415136573,2025-03-25,137.85
36733810,415136588,2025-03-25,195.75
36733684,415136701,2025-03-25,307.64
36733455,415136535,2025-03-25,319.64000000000004
36733338,415136579,2025-03-25,20.0
36733233,415136712,2025-03-25,323.65000000000003
36733177,415136815,2025-03-25,328.6
36732666,415136752,2025-03-25,194.79999999999998
36730683,415136791,2025-03-25,102.9
36730547,415136538,2025-03-25,44.949999999999996
36730319,415136700,2025-03-25,140.85
36730258,415136772,2025-03-25,20.0
36730203,415136634,2025-03-25,162.79999999999998
36729912,415136813,2025-03-25,20.0
36729074,415136794,2025-03-25,87.899999999999991
36728742,415136524,2025-03-25,20.0
36721180,415136720,2025-03-25,20.0
36714156,415136670,2025-03-25,47.95
36700678,415136759,2025-03-25,100.89999999999999
36696730,415137395,2025-03-25,300.59999999999997
36694319,415137114,2025-03-25,94.9
36680928,415137367,2025-03-25,147.8
36667831,415136626,2025-03-25,95.9
36653034,415136594,2025-03-25,20.0
36652523,415136659,2025-03-25,20.0
36609172,415136710,2025-03-25,149.8
36605362,415136658,2025-03-25,99.9
36581100,415136737,2025-03-25,330.65
36576702,415137398,2025-03-25,109.85
36358407,415136730,2025-03-25,89.9
36174939,415137123,2025-03-25,82.9
35966263,415136646,2025-03-25,84.899999999999991
33742489,415137297,2025-03-25,140.0
32919370,415136783,2025-03-25,20.0
30989847,415136719,2025-03-25,47.95
28235604,415136756,2025-03-25,20.0
25589122,415136672,2025-03-25,42.95
23819524,415136624,2025-03-25,20.0
23168557,415137369,2025-03-25,39.95
14883256,415136820,2025-03-25,157.8
14146725,415136714,2025-03-25,47.949999999999996
13545342,415136769,2025-03-25,20.0
12021982,415136787,2025-03-25,152.8
11720774,415136725,2025-03-25,100.9
8167256,415136736,2025-03-25,87.9
7681546,415137294,2025-03-25,20.0
6558918,415136699,2025-03-25,79.89
3737853,415136627,2025-03-25,42.95
3532835,415136816,2025-03-25,60.0
1090700,415136804,2025-03-25,348.59999999999997
36732584,415134445,2025-03-24,335.65
36731866,415134457,2025-03-24,44.949999999999996
36731180,415134417,2025-03-24,87.9
36682066,415134443,2025-03-24,44.95
36660674,415134442,2025-03-24,278.7
36535765,415134416,2025-03-24,20.0
36302203,415134437,2025-03-24,174.8
28359612,415134449,2025-03-24,102.89999999999999
22354499,415134444,2025-03-24,155.79999999999998
9775630,415134450,2025-03-24,20.0
5326435,415134528,2025-03-24,182.8
36706687,415128602,2025-03-22,20.0
35974409,415128587,2025-03-22,180.0
36728004,415125174,2025-03-21,105.9
36727978,415125116,2025-03-21,20.0
36727789,415125170,2025-03-21,313.65
36724777,415125191,2025-03-21,39.95
36719128,415125159,2025-03-21,322.64
36700874,415125123,2025-03-21,44.95
36696311,415125165,2025-03-21,330.64
36600554,415125201,2025-03-21,20.0
33508125,415125089,2025-03-21,49.95
32829074,415125097,2025-03-21,20.0
31262148,415125245,2025-03-21,102.9
24763193,415125156,2025-03-21,20.0
13639204,415125171,2025-03-21,122.85000000000001
11686549,415125214,2025-03-21,336.65
36726750,415122758,2025-03-20,47.95
36726648,415122832,2025-03-20,20.0
36726466,415122779,2025-03-20,31.67
36726181,415122796,2025-03-20,89.9
36726106,415122961,2025-03-20,20.0
